Süre (Sn)	Basýnç (Torr)	Basýnç (Torr)	Basýnç (Torr)
---------	K-KBÖ		K-BBÖ		AH-PBÖ
0		2,2E-1		1,1E+0		5,8E+2
5		2,2E-1		0,0E+0		2,0E-5
10		3,8E-7		0,0E+0		2,0E-2
15		4,5E-3		0,0E+0		2,9E+1
20		2,2E-1		0,0E+0		5,8E+2
25		2,2E-1		0,0E+0		5,8E+2
30		2,2E-1		0,0E+0		5,8E+2
35		2,2E-1		0,0E+0		5,8E+2
40		2,2E-1		0,0E+0		5,8E+2
45		2,2E-1		0,0E+0		5,8E+2
50		2,2E-1		0,0E+0		5,8E+2
55		2,2E-1		0,0E+0		5,8E+2
60		2,2E-1		0,0E+0		5,8E+2
65		2,2E-1		1,1E+0		5,8E+2
70		2,2E-1		1,1E+0		5,8E+2
75		2,2E-1		1,1E+0		5,8E+2
80		2,2E-1		1,1E+0		5,8E+2
85		2,2E-1		1,1E+0		5,8E+2
90		2,2E-1		1,1E+0		5,8E+2
95		2,2E-1		1,1E+0		5,8E+2
100		2,2E-1		1,1E+0		5,8E+2
105		2,2E-1		1,1E+0		5,8E+2
110		2,2E-1		1,1E+0		5,8E+2
115		2,2E-1		1,1E+0		5,8E+2
120		2,2E-1		1,1E+0		5,8E+2
125		2,2E-1		1,1E+0		5,8E+2
130		2,2E-1		1,1E+0		5,8E+2
135		2,2E-1		1,1E+0		5,8E+2
140		2,2E-1		1,1E+0		5,8E+2
145		2,2E-1		1,1E+0		5,8E+2
150		2,2E-1		1,1E+0		5,8E+2
155		2,2E-1		1,1E+0		5,8E+2
160		2,2E-1		1,1E+0		5,8E+2
165		2,2E-1		1,1E+0		5,8E+2
170		2,2E-1		1,1E+0		5,8E+2
175		2,2E-1		1,1E+0		5,8E+2
180		2,2E-1		1,1E+0		5,8E+2
185		2,2E-1		1,1E+0		5,8E+2
190		2,2E-1		1,1E+0		5,8E+2
195		2,2E-1		1,1E+0		5,8E+2
200		2,2E-1		1,1E+0		5,8E+2
205		2,2E-1		1,1E+0		5,8E+2
210		2,2E-1		1,1E+0		5,8E+2
215		2,2E-1		1,1E+0		5,8E+2
220		2,2E-1		1,1E+0		5,8E+2
225		2,2E-1		1,1E+0		5,8E+2
230		2,2E-1		1,1E+0		5,8E+2
235		2,2E-1		1,1E+0		5,8E+2
240		2,2E-1		1,1E+0		5,8E+2
245		2,2E-1		1,1E+0		5,8E+2
